iata,icao,airport_id
GLT,YGLA,6269
GFF,YGTH,6271
GTE,YGTE,6270
CTN,YCKN,6257
BLG,WBGC,6214
MHU,YHOT,6274
CNJ,YCCY,6255
KFG,YKKG,6279
HID,YHID,6272
HOK,YHOO,6273
KRB,YKMB,6280
JCK,YJLC,6276
HGD,YHUG,6275
KNS,YKII,6278
LEL,YLEV,6284
KAX,YKBR,6277
LSY,YLIS,6287
KUG,YKUB,6282
LDH,YLHI,6285
LNO,YLEO,6283
LER,YLST,6290
KWM,YKOW,6281
LHG,YLRD,6288
MKR,YMEK,6293
LRE,YLRE,6289
IRG,YLHR,6286
MGT,YMGB,6295
MIM,YMER,6294
LVO,YLTN,6291
UBB,YMAA,6292
MCV,YMHU,6297
MMG,YMOG,6299
MNG,YMGD,6296
MYA,YMRY,6302
NAA,YNBR,6308
MBH,YMYB,6306
ONG,YMTI,6304
ZNE,YNWN,6310
MYI,YMUI,6305
MQL,YMIA,6298
PUG,YPAG,6312
MRZ,YMOR,6300
PLO,YPLC,6318
PKE,YPKS,6317
GOV,YPGV,6316
OLP,YOLD,6311
PBO,YPBO,6314
PMK,YPAM,6313
NTN,YNTN,6309
CCK,YPCC,6315
RAM,YRNG,6323
SGO,YSGE,6325
EDR,YPMP,6319
PQQ,YPMQ,6320
SBR,YSII,6327
RMA,YROM,6324
MGB,YMTG,6303
MJK,YSHK,6326
XTG,YTGM,6329
SRN,YSRN,6328
TCA,YTNK,6330
NRA,YNAR,6307
ULP,YQLP,6322
SYU,YWBS,6332
WIN,YWTN,6337
BWT,YWYY,6338
NAY,ZBNY,6341
CIF,ZBCF,6342
OKR,YYKI,6339
WUN,YWLU,6335
DAT,ZBDT,6344
XMY,YYMI,6340
HET,ZBHH,6345
CIH,ZBCZ,6343
TGO,ZBTL,6348
PTJ,YPOD,6321
HLH,ZBUL,6349
BAV,ZBOW,6346
WYA,YWHA,6334
MOV,YMRB,6301
CGD,ZGCD,6352
XIL,ZBXH,6350
VCD,YVRD,6331
WNR,YWDH,6333
BHY,ZGBH,6351
DYG,ZGDY,6353
MXZ,ZGMX,6354
ZUH,ZGSD,6355
ENH,ZHES,6358
NNY,ZHNY,6359
LZH,ZGZH,6356
ZHA,ZGZJ,6357
WOL,YWOL,6336
XFN,ZHXF,6360
YIH,ZHYC,6361
AKA,ZLAK,6362
GOQ,ZLGM,6363
IQN,ZLQY,6365
HZG,ZLHZ,6364
ENY,ZLYA,6367
SJW,ZBSJ,6347
XNN,ZLXN,6366
UYN,ZLYL,6368
LTI,ZMAT,6370
AVK,ZMAH,6369
DLZ,ZMDZ,6372
HVD,ZMKD,6373
MXV,ZMMN,6374
BYN,ZMBH,6371
DIG,ZPDQ,6375
SYM,ZPSM,6377
LUM,ZPLX,6376
ZAT,ZPZT,6378
JIU,ZSJJ,6381
KOW,ZSGZ,6379
JDZ,ZSJD,6380
JUZ,ZSJU,6382
LYI,ZSLY,6385
LYG,ZSLG,6383
HYN,ZSLQ,6384
WEF,ZSWF,6388
TXN,ZSTX,6387
JJN,ZSQZ,6386
WEH,ZSWH,6389
YNZ,ZSYN,6393
WUS,ZSWY,6391
WUX,ZSWX,6390
YIW,ZSYW,6394
WNZ,ZSWZ,6392
HSN,ZSZS,6395
LZO,ZULZ,6399
GYS,ZUGU,6398
MIG,ZUMY,6400
BPX,ZUBD,6396
LZY,ZUNZ,6402
WXN,ZUWX,6403
AKU,ZWAK,6404
KRL,ZWKL,6407
WKL,HI07,6415
KRY,ZWKM,6408
HEK,ZYHE,6410
YIN,ZWYN,6409
IQM,ZWCM,6405
JMU,ZYJM,6411
NDG,ZYQQ,6413
WME,YMNE,6419
LRV,SVRS,6420
JNZ,ZYJZ,6412
DAX,ZUDX,6397
,EPSD,6425
YNJ,ZYYJ,6414
AQG,ZSAQ,6427
SHP,ZBSH,6429
NAO,ZUNC,6401
YCU,ZBYC,6430
ORH,KORH,6426
KCA,ZWKC,6406
IOR,EIIM,6421
GTI,EDCG,6423
DSN,ZBDS,6434
,ZLAN,6431
JGN,ZLJQ,6432
DDG,ZYDD,6433
PZI,ZUZH,6435
PWT,KPWT,6445
NNR,EICA,6422
JEF,KJEF,6447
PVC,KPVC,6456
EZV,USHB,6424
SPW,KSPW,6446
,EDMT,6450
UNT,EGPW,6454
,WA19,6455
,WBAK,6458
KMW,UUBA,6464
SBH,TFFJ,6460
TBW,UUOT,6466
OBN,EGEO,6467
,LSGP,6478
SUI,UGSS,6465
ERM,SSER,6477
FUL,KFUL,6481
,EGHN,6483
CVF,LFLJ,6479
USA,KJQF,6482
,LFCD,6487
NVI,UTSA,6485
,EDOI,6489
,EPBA,6499
QSF,DAAS,6492
,LSGY,6497
SUN,KSUN,6494
LRH,LFBH,6493
AZA,KIWA,6505
MCW,KMCW,6500
XAU,SOOS,6506
,NZTL,6511
,LOGO,6519
ANV,PANV,6713
AKP,PAKP,6712
HPB,PAHP,6716
GAM,PAGM,6715
,EDHE,6522
,LOAV,6520
SHH,PASH,6723
KAL,PAKV,6717
ATK,PATQ,6714
KSM,PASM,6718
MYU,PAMY,6720
KVL,PAVL,6719
QOW,DNIM,6730
ARC,PARC,6729
CYZ,RPUY,6733
YTQ,CYTQ,6728
TMU,MRTR,6732
FON,MRAN,6731
GVR,SBGV,6735
SVA,PASA,6724
RBY,PARY,6722
WTK,PAWN,6725
KVK,ULMK,6734
OMC,RPVO,6726
KPC,PAPC,6736
HGR,KHGR,6739
YPX,CYPX,6727
QBC,CYBD,6738
PJA,ESUP,6737
GOP,VEGK,6741
ACR,SKAC,6740
SDP,PASD,6742
HMI,ZWHM,6743
TBH,RPVU,6745
ACP,OITM,6746
WUZ,ZGWZ,6744
IIL,OICI,6748
GBT,OING,6747
,SPCH,6751
TCG,ZWTC,6752
PFQ,OITP,6749
MQM,LTCR,6753
AFS,UTSN,6754
DRG,PADE,6755
DHM,VIGG,6760
LEN,LELN,6756
CQD,OIFS,6759
RGS,LEBG,6757
PTH,PAPH,6766
EGM,AGGS,6758
NDC,VAND,6761
SLV,VISM,6762
IGG,PAIG,6763
KNW,PANW,6764
KVC,PAVC,6765
TOG,PATG,6767
LKH,WBGL,6769
CHG,ZYCY,6772
EGN,HSGN,6768
UAS,HKSB,6773
WLH,NVSW,6771
TEQ,LTBU,6784
MPA,FYKM,6779
NOP,LTCM,6783
AOE,LTBY,6780
MSR,LTCK,6782
LSS,TFFS,6786
YEI,LTBR,6785
,LOAG,6799
MRQ,RPUW,6791
OAG,YORG,6793
HDM,OIHH,6790
TRO,YTRE,6794
COQ,ZMCD,6795
,EDWM,6798
GFN,YGFN,6792
VQS,TJCG,6788
HOH,LOIH,6797
YIF,CYIF,6789
KMV,VYKL,6787
SKT,OPST,6776
CKZ,LTBH,6781
YVB,CYVB,6775
BHG,MHBL,6774
WVB,FYWB,6778
PDP,SULS,6777
ESC,KESC,6800
GUL,YGLB,6805
MTL,YMND,6809
DGE,YMDG,6808
CPX,TJCP,6814
,LSTA,6816
NSO,YSCO,6807
MWA,KMWA,6825
XJD,OTBH,6833
,LSZT,6824
,UMMB,6819
OCN,KOKB,6829
,LSPA,6823
,EDAS,6830
CES,YCNK,6806
AET,PFAL,6839
KIK,ORKK,6832
,KBMQ,6826
GBZ,NZGB,6834
,EDVI,6841
,KMQT,6838
IMT,KIMT,6837
,RJAN,6843
,EDLD,6840
,YBUU,6860
SWD,PAWD,6845
,LKSZ,6862
,FVSV,6866
MGC,KMGC,6844
,EKKL,6855
LAF,KLAF,6873
MIE,KMIE,6871
YAK,PAYA,6803
WSY,YWHI,6870
,KGEO,6876
MTJ,KMTJ,6880
VGT,KVGT,6877
ENW,KENW,6878
QSA,LELL,6868
MVA,BIRL,6867
RIW,KRIW,6881
,YLVT,6898
NOA,YSNW,6899
BQT,UMBB,6908
,YAMB,6896
UCK,UKLC,6905
GRM,KCKC,6849
PDT,KPDT,6883
,LOWZ,6894
KTR,YPTN,6897
CEJ,UKRR,6906
LYM,EGMK,6886
PKH,LGHL,6887
MYP,UTAM,6859
OSH,KOSH,6909
AUW,KAUW,6853
,EDXP,6910
AGE,EDWG,6911
BXG,YBDG,6915
KCK,UIKK,6922
RIN,AGRC,6918
,YPEA,6914
EAT,KEAT,6916
RMT,NTAM,6926
QLS,LSGL,6928
ARE,TJAB,6917
UKX,UITT,6924
,UKLT,6907
QNC,LSGN,6931
,UIIR,6935
ZIA,UUBW,6934
,LSPN,6927
ZJI,LSZL,6930
,LSZK,6929
DRK,MRDK,6945
,UIIB,6939
,VYXG,6950
,ENJA,6951
FWH,KNFW,6948
NYT,VYEL,6949
CYF,PACK,6960
OXR,KOXR,6961
NIU,NTKN,6967
SCH,KSCH,6968
NBC,UWKE,6969
JGS,ZSJA,6964
PGV,KPGV,6959
IAO,RPNS,6974
BKG,KBBG,6962
LWB,KLWB,6958
AAT,ZWAT,6946
GDZ,URKG,6933
JNG,ZLJN,6944
,LSZP,6984
GYY,KGYY,6956
NZH,ZBMZ,6954
WUA,ZBUH,6955
QRW,DNSU,6972
,UHHT,6936
VBP,VYBP,6952
TZL,LQTZ,6947
,EHVK,6973
TEN,ZUTR,6963
,UHKD,6937
OHE,ZYMH,6943
NLP,FANS,6985
TGK,URRT,6932
NLV,UKON,6990
RHP,VNRC,6991
CKC,UKKE,6986
STS,KSTS,6992
,7FL4,6996
UST,KSGJ,6989
BRD,KBRD,6957
LCQ,KLCQ,6994
,KDED,6995
ISM,KISM,6993
LGU,KLGU,6998
LGO,EDWL,6975
IAR,UUDL,6940
GED,KGED,7011
ERV,KERV,7009
ASE,KASE,7001
SUS,KSUS,7015
ULV,UWLL,7003
,LSZF,7010
LYU,KELO,7016
EGV,KEGV,7019
,KMLD,7000
GBD,KGBD,7013
ZSW,CZSW,7012
TVF,KTVF,7018
GPZ,KGPZ,7017
ARV,KARV,7020
MHV,KMHV,7026
HYS,KHYS,7014
YBV,CYBV,7022
,KIKV,7021
ZIN,LSMI,7027
AVX,KAVX,7025
,SLPA,6997
BMC,KBMC,6999
INQ,EIIR,7030
,KNGP,7023
SWT,UNSS,7033
OAI,OAIX,7036
AKH,OEPS,7037
STJ,KSTJ,7042
VOK,KVOK,7048
JHW,KJHW,7059
PGD,KPGD,7056
MBL,KMBL,7054
WFK,KFVE,7058
SHD,KSHD,7062
YTM,CYFJ,7060
TOA,KTOA,7053
SME,KSME,7061
DVL,KDVL,7063
AIA,KAIA,7067
DIK,KDIK,7064
,LHPA,7046
SIA,ZLSN,7052
SDY,KSDY,7065
HUT,KHUT,7035
CDR,KCDR,7066
MTH,KMTH,7069
ALS,KALS,7073
GDV,KGDV,7070
ELY,KELY,7075
OLF,KOLF,7071
MCK,KMCK,7068
WYS,KWYS,7072
ONP,KONP,7086
RUI,KSRR,7077
FRD,KFHR,7082
SMN,KSMN,7080
VEL,KVEL,7076
MMH,KMMH,7081
SOW,KSOW,7078
,KNDZ,7047
AST,KAST,7085
ESD,KORS,7083
GUC,KGUC,7051
UNK,PAUN,7088
CHU,PACH,7091
UUK,PAKU,7089
SHX,PAHX,7090
CNY,KCNY,7074
EMK,PAEM,7087
EEK,PAEE,7093
NUI,PAQT,7092
KUK,PFKA,7094
KWT,PFKW,7095
KWK,PAGG,7096
MYL,KMYL,7079
MLL,PADM,7097
KGK,PAJZ,7101
KMO,PAMB,7103
RSH,PARS,7098
NUL,PANU,7111
CIK,PACI,7105
EAA,PAEG,7106
HUS,PAHU,7107
HSL,PAHL,7108
VEE,PAVE,7114
WBQ,PAWB,7115
VIS,KVIS,7121
MCE,KMCE,7122
IYK,KIYK,7120
CEM,PACE,7116
SHG,PAGH,7117
CYR,SUCA,7123
CPQ,SDAM,7125
GYR,KGYR,7126
,YGAT,7130
BBL,YLLE,7129
AYK,UAUR,7131
,EDTN,7134
ELV,PAEL,7136
AGN,PAGN,7135
HNH,PAOH,7142
HYG,PAHY,7148
,PAFE,7143
TWB,YTWB,7128
FNR,PANR,7140
KPV,PAPE,7157
EGX,PAII,7154
WSN,PFWS,7159
PIP,PAPN,7158
AKK,PAKH,7160
MTM,PAMM,7146
KYK,PAKY,7161
BKC,PABL,7178
KLN,PALB,7162
ABL,PAFM,7177
ORV,PFNO,7181
OBU,PAOB,7180
IAN,PAIK,7179
ELI,PFEL,7184
WLK,PASK,7182
KTS,PFKT,7183
TLA,PATE,7186
GLV,PAGL,7185
WAA,PAIW,7187
WMO,PAWM,7188
KKA,PAKK,7190
SMK,PAMK,7191
SKK,PFSH,7192
TNC,PATC,7194
CYT,PACY,7198
AKB,PAAK,7195
IKO,PAKO,7196
NLG,PAOU,7203
AUK,PAUK,7199
KFP,PAKF,7202
KPN,PAKI,7201
KLW,PAKW,7205
PML,PAAL,7204
KWN,PAQH,7206
KYU,PFKU,7208
KOT,PFKO,7207
SCM,PACM,7209
NIB,PAFS,7214
KKH,PADY,7213
AKI,PFAK,7217
NNL,PANO,7210
AIN,PAWI,7220
APZ,SAHZ,7221
RDS,SAHS,7222
SGV,SAVS,7229
IGB,SAVJ,7230
PNT,SCNT,7226
TKJ,PFTO,7235
NCN,PFCB,7233
IRC,PACR,7236
,PAHV,7242
SLQ,PASL,7240
LMA,PAMH,7245
,PAQC,7244
YWB,CYKG,7253
YNP,CNH2,7251
MLY,PAML,7246
YSO,CCD4,7252
YTF,CYTF,7254
YGV,CYGV,7255
XTL,CYBQ,7259
YXK,CYXK,7256
ZGR,CZGR,7263
XLB,CZWH,7260
XSI,CZSN,7261
YBT,CYBT,7262
YRS,CYRS,7265
YBY,CYBF,7267
YOP,CYOP,7266
YDT,CZBB,7273
YGG,CAX6,7269
ZNA,CAC8,7268
YCR,CYCR,7264
,MM52,7278
YFJ,CFJ2,7277
,CYJM,7272
YLY,CYNJ,7274
,CYJQ,7275
,MMSL,7280
RNI,MNCI,7291
PLD,MRCR,7297
BZA,MNBZ,7292
SIU,MNSI,7294
WSP,MNWP,7295
RFS,MNRT,7293
NRR,TJRV,7307
COZ,MDCZ,7301
SPB,VI22,7309
NEG,MKNG,7302
NCR,MNSC,7296
ARR,SAVR,7311
UYU,SLUY,7313
RBQ,SLRQ,7317
JSM,SAWS,7312
,SMDU,7324
,SMAF,7323
ABN,SMBN,7325
ABF,NGAB,7320
,SMLA,7326
,SMKE,7332
MOJ,SMMO,7334
SMZ,SMST,7339
,SMSM,7333
,SMKA,7331
,SMPT,7327
DRJ,SMDA,7330
,SMSK,7337
ICK,SMNI,7335
,SMSI,7338
OEM,SMPA,7336
AGI,SMWA,7341
TOT,SMCO,7340
,MRCA,7343
ORJ,SYOR,7346
USI,SYMB,7351
MHA,SYMD,7352
RVE,SKSA,7355
CAQ,SKCU,7361
BQJ,UEBB,7357
PJC,SGPJ,7353
ACD,SKAD,7354
,SYAP,7348
EBG,SKEB,7360
COG,SKCD,7362
IMB,SYIB,7349
BVS,SNVS,7370
OPS,SWSI,7367
GRP,SWGI,7368
TLU,SKTL,7363
CMP,SNKE,7369
CFB,SBCB,7364
STZ,SWST,7374
BRA,SNBR,7373
PIN,SWPI,7372
SFK,SNSW,7371
MQH,SBMC,7375
NVP,SWNA,7377
ROO,SWRD,7382
GPB,SBGU,7383
,SWFE,7378
LBR,SWLB,7381
FRC,SIMK,7379
DOU,SSDO,7380
AUX,SWGN,7376
AAX,SBAX,7395
JCB,SSJA,7384
RVD,SWLC,7394
MBZ,SWMW,7396
RBB,SWBR,7397
GNM,SNGI,7407
DMT,SWDM,7406
BAZ,SWBC,7399
QDJ,DAFI,7408
CIZ,SWKO,7398
AMC,FTTN,7413
MRB,KMRB,7415
KAR,SYKM,7350
LBZ,FNLK,7411
NZA,FNZG,7409
NAI,SYAN,7347
GSQ,HEOW,7414
AWA,HALA,7416
QHR,HAHM,7421
GOB,HAGB,7422
DBM,HADM,7419
KNP,FNCP,7412
VGZ,SKVG,7359
JIJ,HAJJ,7417
MKS,HAMA,7418
JJM,HKMK,7426
DBT,HADT,7420
MRE,HKMS,7424
RBX,HSMK,7427
,LSGE,7432
MYB,FOOY,7423
,HSYE,7428
CPA,GLCP,7429
NBE,DTNH,7447
MAX,GOSM,7442
IHC,FQIA,7437
WHF,HSSW,7446
BDI,FSSB,7443
,HUPA,7450
,HUKT,7449
,HUKD,7448
,ENSA,7451
,ENAS,7452
HTY,LTDA,7453
,EEKU,7454
FUO,ZGFS,7457
HUZ,ZGHZ,7458
,EERU,7455
RVV,NTAV,7456
ILD,LEDA,7459
IIA,EIMN,7468
,LFEC,7461
BIU,BIBD,7464
GJR,BIGJ,7465
,BISF,7467
SAK,BIKR,7466
,UAAT,7469
ULG,ZMUL,7470
VGD,ULWW,7473
,UHMW,7474
KQT,UTDT,7472
ONK,UERO,7475
,UIUN,7481
LDG,ULAL,7480
SYS,UERS,7476
,UNIW,7483
,UNIB,7486
,USSK,7485
,UERA,7484
VQQ,KVQQ,7496
CQM,LERL,7489
NJF,ORNI,7490
,UNBI,7487
AGC,KAGC,7495
HSK,LEHC,7488
CSA,EGEY,7492
RKH,KUZA,7494
,EGHT,7498
TII,OATN,7499
ZAJ,OAZJ,7500
ACX,ZUYI,7506
BSD,ZPBS,7505
KHE,UKOH,7516
FUG,ZSFY,7503
,UB13,7510
OSU,KOSU,7511
ADS,KADS,7513
DSI,KDTS,7514
,FSAS,7518
ISO,KISO,7522
HJJ,ZGCJ,7519
YQI,CYQI,7521
FFA,KFFA,7523
LNJ,ZPLC,7527
,SWMK,7531
CKS,SBCJ,7532
MWK,WIOM,7536
,SNCW,7533
,LPAV,7542
,EDFW,7538
OSM,ORBM,7548
PGU,OIBP,7546
,ETNP,7544
AXJ,RJDA,7550
TJH,RJBT,7549
KKX,RJKI,7551
YES,OISY,7547
LBX,RPLU,7560
ULZ,ZMDN,7556
,RPVW,7559
UGA,ZMBN,7557
TAZ,UTAT,7565
CMJ,RCCM,7564
ULO,ZMUG,7558
DRB,YDBY,7569
WGE,YWLG,7570
BWB,YBWX,7566
FTY,KFTY,7497
HCQ,YHLC,7575
LZR,YLZI,7573
BRT,YBTI,7571
FIZ,YFTZ,7576
,YWKS,7578
TJU,UTDK,7563
DKI,YDKI,7572
HLT,YHML,7574
PVU,KPVU,7579
RVT,YNRV,7577
DTA,KDTA,7581
CCN,OACC,7501
,KRIF,7582
SBS,KSBS,7580
LAM,KLAM,7584
HII,KHII,7586
PUC,KPUC,7583
INW,KINW,7587
MZK,NGMK,7589
DGL,KDGL,7588
AEA,NGTB,7590
AIS,NGTR,7593
AAK,NGUK,7591
KUC,NGKT,7592
HZH,ZUNP,7508
LCX,ZSLD,7504
WTZ,NZWT,7610
TMN,NGTM,7594
NIG,NGNU,7596
NON,NGTO,7600
BBG,NGTU,7597
MNK,NGMA,7599
AFT,AGAF,7615
TSU,NGTS,7601
KTF,NZTK,7611
RNA,AGAR,7616
NNB,AGGT,7618
BPF,AGBT,7620
CHY,AGGC,7617
SZS,NZRC,7517
XYA,AGGY,7619
BOW,KBOW,7621
,UUBD,7622
LVK,KLVK,7629
RMY,KMPI,7630
FTI,NSFQ,7627
AGJ,RORA,7552
NDU,FYRU,7634
GFY,FYGF,7633
MTK,NGMN,7598
BEZ,NGBR,7595
,BGAM,7642
,KDWA,7651
SCF,KSDL,7649
SMO,KSMO,7647
PDK,KPDK,7654
BMG,KBMG,7655
SAA,KSAA,7653
OLM,KOLM,7650
UDD,KUDD,7648
MMU,KMMU,7657
APC,KAPC,7658
SDM,KSDM,7659
,LSPV,7660
VNC,KVNC,7662
SUA,KSUA,7656
ECP,KECP,7669
TRM,KTRM,7646
PHK,KPHK,7663
VAL,SNVB,7671
CAU,SNRU,7673
QNV,SDNY,7675
,EPKO,7685
SBD,KSBD,7670
AWK,PWAK,7674
SXQ,PASX,7692
SQL,KSQL,7683
,LSZJ,7684
RWI,KRWI,7690
,FBCO,7686
RIL,KRIL,7652
,PAWR,7691
SEE,KSEE,7693
,KNUC,7694
TKF,KTRK,7702
SQH,VVNS,7701
PHA,VVPR,7700
,KRYY,7712
FRJ,LFTU,7703
,ULAE,7710
GEX,YGLG,7704
,ULAH,7711
LVM,KLVM,7717
,K4U9,7716
,K6S0,7720
,EGLW,7722
,LOXT,7714
,KBIV,7721
,EECL,7724
,EFHE,7725
GMV,UT25,7727
,LIPV,7723
,EHHV,7728
,EDRI,7726
,EHTX,7730
,UUOS,7738
LAL,KLAL,7732
JRA,KJRA,7729
,LECD,7731
,KRID,7777
MYQ,VOMY,7774
FNU,LIER,7772
RBK,KF70,7769
FDY,KFDY,7778
,KPCW,7775
,KIDL,7767
MGY,KMGY,7776
SYH,VNSB,7766
,CZBA,7780
PEA,YPSH,7782
,EBEN,7787
EMP,KEMP,7792
BBP,EGHJ,7805
,ESSE,7800
HYC,EGTB,7804
,YRED,7811
QYD,EPOK,7812
,EPMB,7813
,EBKW,7810
,EPLK,7814
,EPKS,7816
SPF,KSPF,7809
,CCW3,7806
KNA,SCVM,7818
OLV,KOLV,7817
,EPMI,7815
,CNC3,7820
,UA30,7828
ONQ,LTAS,7821
LND,KLND,7831
ZKB,FLKY,7830
BJC,KBJC,7822
,EHHO,7834
,EHTE,7835
,EHAL,7837
,LFPZ,7838
UTM,KUTA,7827
SLE,KSLE,7826
MWC,KMWC,7839
,EHMZ,7836
,FXMN,7841
KGO,UKKG,7854
,UNKM,7768
LZU,KLZU,7847
,EDAW,7855
RVS,KRVS,7849
NHD,OMDM,7853
,KGKY,7846
JVL,KJVL,7840
,EGLM,7773
TCZ,ZUTC,7862
BCE,KBCE,7857
DBB,HEAL,7856
,EHDP,7867
CKL,UUMU,7861
,KBUY,7859
BWG,KBWG,7848
OAZ,OAZI,7868
UKS,UKFB,7863
ESN,KESN,7870
JCI,KIXD,7869
,ENRI,7872
HMR,ENHA,7871
MYV,KMYV,7875
DUC,KDUC,7880
,YPID,7879
CCR,KCCR,7888
YUS,ZYLS,7894
OCA,07FA,7889
HIA,ZSSH,7898
,LFGC,7892
UVA,KUVA,7885
YOO,CYOO,7902
,EDRN,7893
LOT,KLOT,7886
,EDLM,7903
,ESNF,7904
NYW,VYMY,7906
LHA,EDTL,7905
ATO,KUNI,7907
SGH,KSGH,7908
CDA,YCOO,7912
,GMFU,7910
HEX,MDHE,7911
,,7909
JAB,YJAB,7913
MQY,KMQY,7930
CSO,EDBC,7933
UOS,KUOS,7931
,KTKI,7935
,2XS8,7928
,EDNR,7918
,K2I3,7929
PWK,KPWK,7936
,GABG,7941
KHC,UKFK,7963
KLS,KKLS,7938
PUE,MPOA,7962
AVW,KAVQ,7979
TOP,KTOP,7925
ZTA,NTGY,7946
,HKKE,7948
,LKBE,7939
,NZIR,7947
CGZ,KCGZ,7980
,KE63,7983
BXK,KBXK,7982
ILN,KILN,7978
,1AZ0,7981
MMI,KMMI,7984
,CYZY,7987
RWL,KRWL,7986
UKA,HKUK,7976
TVI,KTVI,7998
STK,KSTK,7985
AIZ,KAIZ,7991
CDW,KCDW,7990
HSH,KHND,7999
,EDML,8006
RDO,EPRA,8029
TMA,KTMA,8005
GML,UKKM,8000
,EDHF,8007
,CYGE,8032
DVT,KDVT,8030
,CYBW,8031
FRG,KFRG,8034
,EDVP,8039
,EDBT,8035
YRV,CYRV,8033
,SCIC,8038
PPC,PAPR,8052
,KHDO,8042
KHW,FBKR,8053
ZHY,ZLZW,8043
,PALH,8051
MCL,PAIN,8050
,EDCY,8054
HLG,KHLG,8062
TXG,RCLG,8055
,KFZG,8063
DWC,OMDW,8076
XYE,VYYE,8069
,SCFX,8070
RKP,KRKP,8077
,OESB,8075
MVV,LFHM,8079
OKU,FYMO,8084
MFX,LFKX,8080
OKF,FYOO,8083
,EDWO,8087
AEB,ZGBS,8082
HGS,GFHA,7924
NGQ,ZUAL,7932
,EDXQ,8085
,EDKN,8086
,EDCB,8088
,EDHM,8089
,EDWQ,8090
,EDWC,8092
,EDVH,8095
,EDXI,8091
,EKTD,8097
,EDLB,8093
,EDCO,8094
,EDVU,8099
,EDHB,8096
,EDVC,8098
,EDVW,8104
,EDLH,8100
,EDXM,8107
,EDOJ,8101
,EDVY,8102
,EDKO,8103
PSH,EDXO,8113
,EDLT,8112
,EDHC,8114
,EDBG,8116
,EDVR,8111
,EDCL,8115
,EDWK,8109
NMT,VYNT,8130
KHT,OAKS,8127
,EDWH,8110
BNO,KBNO,8135
,EDKL,8124
,KBDN,8133
,K62S,8134
,KOMN,8118
TTD,KTTD,8121
,NK39,8123
NOT,KDVO,8138
RBL,KRBL,8137
PRZ,KS39,8136
OTK,KTMK,8140
GAI,KGAI,8143
LKV,KLKV,8139
,EDRV,8126
YTA,CYTA,8147
OAS,OASA,8146
ONO,KONO,8141
DLS,KDLS,8142
,EDRF,8120
,KCKF,8117
,EDRA,8119
TSB,FYTM,8148
YCC,CYCC,8177
YSD,CYSD,8149
,EKMS,8165
HIO,KHIO,8122
,EHSE,8178
,UUDG,8156
BNU,SSBL,8152
,LRBG,8181
,LSTS,8179
,KXFL,8182
IZA,SDZY,8180
,EDXN,8105
KOQ,EDCK,8106
,LILY,8189
,EDVS,8108
MVL,KMVL,8187
RBD,KRBD,8188
WST,KWST,8194
,KCVX,8162
BXY,UAOL,8192
OOK,PAOO,8200
BGE,KBGE,8215
OBY,BGSC,8208
BID,KBID,8195
VIN,UKWW,8209
NME,PAGT,8199
ZKG,CTK6,8217
ZGS,CTT5,8216
YBI,CCE4,8218
,KSPZ,8219
YAB,CJX7,8225
MAE,KMAE,8221
YZZ,CAD4,8223
GSI,SOGS,8228
,CAP5,8224
WHP,KWHP,8220
KJI,ZWKN,8233
MPY,SOOA,8229
,PABV,8227
CPB,SKCA,8234
LDX,SOOM,8230
HMB,HEMK,8235
RVY,SURV,8236
POJ,SNPD,8237
OIA,SDOW,8239
RDC,SNDC,8240
SXO,SWFX,8243
CFC,SBCD,8244
FBE,SSFB,8249
SXX,SNFX,8241
UMU,SSUM,8253
BYO,SJDB,8242
AAF,KAAF,8252
UNA,SBTC,8260
ORX,SNOX,8259
JTC,SJTC,8238
FBA,SWOB,8255
OLC,SDCG,8256
CFO,SJHG,8250
DTI,SNDT,8254
IRZ,SWTP,8258
FPR,KFPR,8274
HUW,SWHT,8257
,KDQH,8273
TEF,YTEF,8265
CAF,SWCA,8245
GZP,LTGP,8266
,SWUY,8246
OAA,OASH,8267
CCI,SSCK,8248
PYM,KPYM,8277
BAF,KBAF,8281
,KFIT,8290
HAR,KCXY,8284
,KIJD,8282
OWD,KOWD,8280
ASH,KASH,8287
DXR,KDXR,8286
,KPYP,8293
,20GA,8291
,KVPC,8292
MGJ,KMGJ,8283
,KTAN,8276
OXC,KOXC,8289
ERN,SWEI,8247
,KDKX,8296
RMG,KRMG,8294
,KCTJ,8300
,KJYL,8298
DNN,KDNN,8299
GVL,KGVL,8308
WDR,KWDR,8297
LGC,KLGC,8302
,KGHG,8285
GAD,KGAD,8295
PIM,KPIM,8305
,KMLJ,8303
NCO,KOQU,8278
,KFFC,8306
PHD,KPHD,8312
LWM,KLWM,8288
DNL,KDNL,8318
,KUDG,8313
MRN,KMRN,8319
HHH,KHXD,8314
PVL,KPBX,8320
TOC,KTOC,8322
,EGHA,8323
PLV,UKHP,8328
,GA04,8321
OZG,GMAZ,8335
GBK,GFGK,8337
,HSAW,8331
THX,UOTT,8340
WYE,GFYE,8336
TGP,UNIP,8341
HUE,HAHU,8333
WUU,HSWW,8332
,OKAS,8347
OYL,HKMY,8334
,UNLL,8344
LGH,YLEC,8349
,YWBR,8350
,YCUN,8351
AFW,KAFW,8342
RMK,YREN,8348
FOS,YFRT,8353
RTS,YRTI,8352
,YBLT,8354
YSP,CYSP,8356
KEW,CPV8,8355
,K57C,8343
YKX,CYKX,8359
YHF,CYHF,8357
YXZ,CYXZ,8361
YHN,CYHN,8358
