iata,icao,airport_id
,SCBQ,2643
QRC,SCRG,2660
ZAL,SCVD,2667
LSC,SCSE,2662
PZS,SCTC,2664
,SECM,2669
PMC,SCTE,2665
TNM,SCRM,2661
WCH,SCTN,2666
ATF,SEAM,2668
GPS,SEGS,2672
CUE,SECU,2671
GYE,SEGU,2673
,SEGZ,2674
,SEIB,2675
,SEKK,2676
MRR,SEMA,2679
OCC,SECO,2670
LTX,SELT,2678
XMS,SEMC,2680
,SEMO,2682
MEC,SEMT,2683
PVO,SEPV,2686
,SERB,2689
,SEMX,2684
,SEPS,2685
,SETA,2694
MCH,SEMH,2681
TUA,SETU,2697
ETR,SERO,2690
AYO,SGAY,2700
,SETE,2695
TPC,SETR,2696
CIO,SGCO,2701
,SGIB,2702
,SESD,2692
,SEQE,2687
ASU,SGAS,2699
PIL,SGPI,2704
PUU,SKAS,2706
BGA,SKBG,2708
AXM,SKAR,2705
BAQ,SKBQ,2710
BSC,SKBS,2711
BOG,SKBO,2709
ESG,SGME,2703
CZU,SKCZ,2717
BUN,SKBU,2712
CUC,SKCC,2713
ELB,SKBC,2707
,SELJ,2677
UIO,SEQM,2688
GIR,SKGI,2720
EJA,SKEJ,2718
TCO,SKCO,2716
CLO,SKCL,2715
SNC,SESA,2691
,SKGY,2723
FLA,SKFL,2719
APO,SKLC,2726
MGN,SKMG,2730
IPI,SKIP,2725
GPI,SKGP,2722
MCJ,SKLM,2727
IBE,SKIB,2724
EOH,SKMD,2729
CTG,SKCG,2714
PEI,SKPE,2739
,SKPB,2737
OTU,SKOT,2736
OCV,SKOC,2735
PTX,SKPI,2740
PSO,SKPS,2742
PPN,SKPP,2741
NVA,SKNV,2734
PCR,SKPC,2738
MQU,SKQU,2744
LET,SKLT,2728
PVA,SKPV,2743
MDE,SKRG,2745
MTR,SKMR,2731
RCH,SKRH,2746
SJE,SKSJ,2747
TME,SKTM,2751
ADZ,SKSP,2749
MZL,SKMZ,2733
SMR,SKSM,2748
SVI,SKSV,2750
AUC,SKUC,2752
ULQ,SKUL,2754
UIB,SKUI,2753
VVC,SKVV,2756
VUP,SKVP,2755
BJO,SLBJ,2758
CBB,SLCB,2759
CCA,SLCH,2760
MVP,SKMU,2732
TJA,SLTJ,2768
TDD,SLTR,2769
PSZ,SLPS,2765
BYC,SLYA,2772
LPB,SLLP,2762
ORU,SLOR,2763
VLM,SLVM,2770
SBL,SLSA,2766
CIJ,SLCO,2761
POI,SLPO,2764
CAY,SOCA,2774
PBM,SMJP,2773
VVI,SLVR,2771
,SPAB,2776
AOP,SPAS,2777
,SPAY,2778
IBP,SPBR,2780
PCL,SPCL,2781
OYP,SOOG,2775
,SPEQ,2784
CHM,SPEO,2782
,SPEP,2783
CIX,SPHI,2785
AYP,SPHO,2786
SRE,SLSU,2767
LIM,SPIM,2789
JUL,SPJL,2792
JAU,SPJJ,2791
ILQ,SPLO,2794
ANS,SPHY,2787
JJI,SPJI,2790
TBP,SPME,2796
ATA,SPHZ,2788
,SPOL,2799
YMS,SPMS,2797
,SPLP,2795
PIO,SPSO,2805
IQT,SPQT,2801
TRU,SPRU,2804
CUZ,SPZO,2812
,SPRM,2803
AQP,SPQU,2802
CHH,SPPY,2800
BLA,SVBC,2821
TCQ,SPTN,2807
,SUAA,2813
TPP,SPST,2806
DZO,SUDU,2814
PIU,SPUR,2809
MVD,SUMU,2816
,SVAT,2820
PEM,SPTU,2808
TYL,SPYL,2810
BNS,SVBI,2822
STY,SUSO,2817
,SVBL,2823
CLZ,SVCL,2829
AGV,SVAC,2818
AAO,SVAN,2819
BRM,SVBM,2824
,SVCJ,2828
CAJ,SVCN,2830
CBL,SVCB,2826
VCR,SVCO,2831
CUM,SVCU,2835
,SVCZ,2836
GDO,SVGD,2839
CZE,SVCR,2833
CUP,SVCP,2832
EOZ,SVEZ,2838
HGE,SVHG,2842
GUQ,SVGU,2841
,SVCS,2834
ICC,SVIE,2843
CXA,SVCD,2827
LFR,SVLF,2846
,SVLO,2847
EOR,SVED,2837
MAR,SVMC,2848
CCS,SVMI,2851
MRD,SVMD,2849
LSP,SVJC,2844
PYH,SVPA,2853
PMV,SVMG,2850
SCI,SVPM,2855
PZO,SVPR,2856
SNV,SVSE,2860
PTM,SVPT,2857
SNF,SVSP,2862
SBB,SVSB,2859
SVZ,SVSA,2858
GUI,SVGI,2840
MUN,SVMT,2852
SFD,SVSR,2863
SOM,SVST,2864
STD,SVSO,2861
STB,SVSZ,2865
TMO,SVTM,2867
TUV,SVTC,2866
VLN,SVVA,2868
VLV,SVVL,2870
VDP,SVVP,2871
,SYLD,2872
LTM,SYLT,2873
ANU,TAPA,2874
DOM,TDPD,2877
BGI,TBPB,2875
DCF,TDCF,2876
FDF,TFFF,2878
,SVJM,2845
PBL,SVPC,2854
SFG,TFFG,2879
STT,TIST,2883
PTP,TFFR,2881
STX,TISX,2884
GND,TGPY,2882
BQN,TJBQ,2885
PSE,TJPS,2889
SIG,TJIG,2887
FAJ,TJFA,2886
SJU,TJSJ,2890
SKB,TKPK,2891
MAZ,TJMZ,2888
SLU,TLPC,2893
AUA,TNCA,2895
BON,TNCB,2896
CUR,TNCC,2897
UVF,TLPL,2894
EUX,TNCE,2898
TAB,TTCP,2901
SXM,TNCM,2899
AXA,TQPF,2900
POS,TTPP,2902
EIS,TUPJ,2903
CIW,TVSC,2905
ALA,UAAA,2908
SVD,TVSA,2907
MQS,TVSM,2906
BXH,UAAH,2909
TSE,UACC,2910
DMB,UADD,2911
OSS,UAFO,2913
URA,UARR,2916
CIT,UAII,2914
AKX,UATT,2920
FRU,UAFM,2912
PWQ,UASP,2917
PLX,UASS,2918
YKS,UEEE,2923
BQS,UHBB,2926
GYD,UBBB,2922
MJZ,UERR,2925
KHV,UHHH,2927
PKC,UHPP,2932
PVS,UHMD,2929
UUS,UHSS,2933
GDX,UHMM,2930
HTA,UIAA,2935
DOK,UKCC,2940
VVO,UHWW,2934
IKT,UIII,2937
BTK,UIBB,2936
KBP,UKBB,2939
MHP,UMMM,2953
IEV,UKKK,2944
LED,ULLI,2948
LWO,UKLL,2945
PWE,UHMP,2931
GME,UMGG,2950
ODS,UKOO,2947
MMK,ULMM,2949
UUD,UIUU,2938
VTB,UMII,2951
DNK,UKDD,2941
SIP,UKFF,2942
ROV,URRP,2964
AER,URSS,2965
KGD,UMKK,2952
BAX,UNBB,2956
KEJ,UNEE,2957
OMS,UNOO,2958
MSQ,UMMS,2954
ABA,UNAA,2955
KRR,URKK,2960
MQF,USCM,2969
MRV,URMM,2962
ASF,URWA,2966
MCX,URML,2961
STW,URMT,2963
VOG,URWW,2967
NJC,USNN,2972
SGC,USRR,2974
SKD,UTSS,2981
CEK,USCC,2968
KRW,UTAK,2977
BHK,UTSB,2980
SVX,USSS,2975
ASB,UTAA,2976
TAS,UTTT,2983
DYU,UTDD,2979
KLD,UUEM,2986
SVO,UUEE,2985
BZK,UUBP,2984
KZN,UWKD,2990
SCW,UUYY,2989
UFA,UWUU,2992
VOZ,UUOO,2987
REN,UWOO,2991
KUF,UWWW,2993
AMD,VAAH,2994
AKD,VAAK,2995
BOM,VABB,2997
PAB,VABI,2998
IXU,VAAU,2996
IXG,VABM,3000
BHJ,VABJ,2999
BHO,VABP,3002
BDQ,VABO,3001
BHU,VABV,3003
JLR,VAJB,3009
JGA,VAJM,3010
NMB,VADN,3004
PEE,USPP,2973
CRZ,UTAV,2978
,VADS,3005
GOI,VAGO,3007
VKO,UUWW,2988
IDR,VAID,3008
GUX,VAGN,3006
HJR,VAKJ,3012
KLH,VAKP,3013
NAG,VANP,3015
PNQ,VAPO,3017
IXY,VAKE,3011
ISK,VAOZ,3016
IXK,VAKS,3014
STV,VASU,3022
UDR,VAUD,3023
RPR,VARP,3020
CMB,VCBI,3024
ACJ,VCCA,3025
RAJ,VARK,3019
BTC,VCCB,3026
PBD,VAPR,3018
RML,VCCC,3027
TRR,VCCT,3030
ADP,VCCG,3028
JAF,VCCJ,3029
KZC,VDKH,3033
SSE,VASL,3021
PNH,VDPP,3034
TNX,VDST,3036
IXV,VEAN,3037
IXA,VEAT,3038
,VEBK,3041
BBI,VEBS,3042
AJL,VELP,3039
IXB,VEBD,3040
IXW,VEJS,3052
JRH,VEJT,3053
,VEHK,3049
COH,VECO,3044
GAY,VEGY,3048
CCU,VECC,3043
IXH,VEKR,3054
IXI,VELR,3056
DBD,VEDB,3045
MZU,VEMZ,3058
DIB,VEMN,3057
,VEPH,3060
,VENP,3059
PAT,VEPT,3061
,VEPU,3062
IXR,VERC,3063
RRK,VERK,3064
,VEUK,3065
ZER,VEZO,3067
VTZ,VEVZ,3066
SPD,VGSD,3073
CXB,VGCB,3068
IRD,VGIS,3070
IXS,VEKU,3055
CGP,VGEG,3069
JSR,VGJR,3071
RJH,VGRJ,3072
,VEJH,3051
ZYL,VGSY,3074
IMF,VEIM,3050
,VGTJ,3075
AGR,VIAG,3079
,VIBL,3083
DAC,VGZR,3076
BKB,VIBK,3082
ATQ,VIAR,3081
,VHSK,3078
VNS,VIBN,3084
,VIBW,3087
IXD,VIAL,3080
HKG,VHHH,3077
BUP,VIBT,3086
KUU,VIBR,3085
BEK,VIBY,3088
,VIDD,3091
GWL,VIGR,3094
JDH,VIJO,3097
IXJ,VIJU,3100
JSA,VIJR,3099
JAI,VIJP,3098
IXC,VICG,3089
REP,VDSR,3035
LUH,VILD,3103
HSS,VIHR,3095
KTU,VIKO,3102
,VIJN,3096
,VIKA,3101
DED,VIDN,3092
LKO,VILK,3105
DEL,VIDP,3093
IXP,VIPK,3106
IXL,VILH,3104
TNI,VIST,3113
,VIPL,3107
PGH,VIPT,3108
SXR,VISR,3112
,VISP,3111
LPQ,VLLB,3115
,VLPV,3117
,VIRB,3109
PKZ,VLPS,3116
NEU,VLSN,3119
ZVK,VLSK,3118
MFM,VMMC,3121
BWA,VNBW,3122
JKR,VNJP,3124
KTM,VNKT,3125
PKR,VNPK,3127
BLR,VOBL,3131
VTE,VLVT,3120
AGX,VOAT,3130
BIR,VNVT,3129
,VOBR,3133
SIF,VNSI,3128
BEP,VOBI,3132
VGA,VOBZ,3134
CCJ,VOCL,3137
COK,VOCI,3136
CJB,VOCB,3135
RJA,VORY,3148
MAA,VOMM,3144
KNU,VICX,3090
PNY,VOPC,3147
IXE,VOML,3143
IXZ,VOPB,3146
,VONS,3145
SXV,VOSM,3149
CDP,VOCP,3138
CBD,VOCX,3139
,VODG,3140
IXM,VOMD,3142
TJV,VOTJ,3150
MLE,VRMM,3156
TIR,VOTP,3151
,VOTX,3154
TRV,VOTV,3153
PBH,VQPR,3155
,VTBL,3159
TRZ,VOTR,3152
LPT,VTCL,3163
BPM,VOHY,3141
KDT,VTBK,3158
UTP,VTBU,3161
DMK,VTBD,3157
,VTPN,3169
,VTBW,3162
HHQ,VTPH,3165
SGZ,VTSH,3175
PRH,VTCP,3164
,VTPY,3171
TKH,VTPI,3166
,VTPL,3167
,VTSA,3172
KBV,VTSG,3174
NAW,VTSC,3173
PHS,VTPP,3170
PAN,VTSK,3176
,VTSN,3178
USM,VTSM,3177
HKT,VTSP,3179
TST,VTST,3182
UNN,VTSR,3180
HDY,VTSS,3181
UTH,VTUD,3183
PXR,VTUJ,3185
SNO,VTUI,3184
,VTUR,3188
LOE,VTUL,3186
DAD,VVDN,3196
HAN,VVNB,3199
,VTUN,3187
,VVKP,3198
,VVGL,3197
NHA,VVNT,3200
HUI,VVPB,3201
PQC,VVPQ,3204
,VYCI,3211
SGN,VVTS,3205
NYU,VYBG,3209
,VYAS,3208
MDL,VYMD,3222
VBA,VYAN,3207
HEH,VYHH,3213
KET,VYKG,3215
MGZ,VYME,3223
KYP,VYKP,3217
,VYLY,3221
LSH,VYLS,3220
,VYNP,3228
MOE,VYMO,3226
HOX,VYHL,3214
MYT,VYMK,3224
PBU,VYPT,3232
MOG,VYMS,3227
SNW,VYTD,3236
,VYST,3234
THL,VYTL,3237
TIM,WABP,3243
DJJ,WAJJ,3244
,VYTO,3238
PRU,VYPY,3233
UPG,WAAA,3240
GTO,WAMG,3247
PAA,VYPA,3230
AKY,VYSW,3235
WMX,WAJW,3245
PLW,WAML,3249
NMS,VYNS,3229
MKQ,WAKK,3246
RGN,VYYY,3239
BIK,WABB,3241
OTI,WAMR,3252
PSJ,WAMP,3251
TTE,WAMT,3253
LUW,WAMW,3254
MDC,WAMM,3250
AMQ,WAPP,3256
NBX,WABI,3242
BXB,WASO,3259
BTU,WBGB,3262
LMN,WBGJ,3264
KCH,WBGG,3263
KNG,WASK,3258
MKW,WASR,3260
FKQ,WASF,3257
SOQ,WAXX,3261
LBU,WBKL,3270
MUR,WBGM,3265
MYY,WBGR,3266
SBW,WBGS,3267
LDU,WBKD,3268
BKI,WBKK,3269
MES,WIMK,3279
NPO,WIOG,3281
PDG,WIPT,3278
AEG,WIME,3277
BKS,WIPL,3288
PNK,WIOO,3284
KTG,WIOK,3282
DJB,WIPA,3287
PLM,WIPP,3289
,WMAP,3295
RGT,WIPR,3291
LSX,WITL,3292
BTJ,WITT,3294
AOR,WMKA,3296
BWH,WMKB,3297
KBR,WMKC,3298
KUA,WMKD,3299
IPH,WMKI,3302
GNS,WIMB,3276
,WMKF,3301
JHB,WMKJ,3303
KTE,WMKE,3300
FLZ,WIMS,3280
BWN,WBSB,3272
PKU,WIBB,3273
DUM,WIBD,3274
CGK,WIII,3275
TWU,WBKW,3271
MKZ,WMKM,3306
KUL,WMKK,3304
PEN,WMKP,3308
TGG,WMKN,3307
DIL,WPDL,3310
BCH,WPEC,3311
UAI,WPDB,3309
LGK,WMKL,3305
XSP,WSSL,3315
SIN,WSSS,3316
,WSAG,3312
ABM,YBAM,3318
TGA,WSAT,3314
BNE,YBBN,3320
ACF,YBAF,3317
QPG,WSAP,3313
ASP,YBAS,3319
CNS,YBCS,3322
MCY,YBMC,3325
OOL,YBCG,3321
CTL,YBCV,3323
MBW,YMMB,3338
ABX,YMAY,3333
,YMES,3335
MEB,YMEN,3334
MKY,YBMK,3326
TSV,YBTL,3330
PPP,YBPN,3328
AVV,YMAV,3332
ROK,YBRK,3329
LST,YMLT,3337
ADL,YPAD,3341
MEL,YMML,3339
KNX,YPKU,3347
,YMPC,3340
,YPED,3343
JAD,YPJT,3344
KTA,YPKA,3345
LEA,YPLM,3348
KGI,YPKG,3346
PHE,YPPD,3349
,YPPF,3350
HBA,YMHB,3336
WEI,YBWP,3331
XCH,YPXM,3353
CFS,YSCH,3356
CBR,YSCB,3355
PER,YPPH,3351
UMR,YPWR,3352
BWU,YSBK,3354
CDU,YSCN,3357
ISA,YBMA,3324
XRH,YSRI,3360
TMW,YSTW,3362
NLK,YSNF,3359
DBO,YSDU,3358
HLD,ZBLA,3366
PEK,ZBAA,3364
SYD,YSSY,3361
WGA,YSWG,3363
TSN,ZBTJ,3368
CSX,ZGHA,3371
KWL,ZGKL,3372
SZX,ZGSZ,3374
NNG,ZGNN,3373
FNJ,ZKPY,3377
LHW,ZLLL,3378
JHG,ZPJH,3381
ULN,ZMUB,3380
CGO,ZHCC,3375
XIY,ZLXY,3379
XMN,ZSAM,3383
KMG,ZPPP,3382
CAN,ZGGG,3370
KHN,ZSCN,3384
WUH,ZHHH,3376
HGH,ZSHC,3386
NGB,ZSNB,3387
HFE,ZSOF,3389
YNT,ZSYT,3392
TAO,ZSQD,3390
NKG,ZSNJ,3388
KWE,ZUGY,3394
HTN,ZWTN,3398
URC,ZWWW,3399
XIC,ZUXC,3396
CTU,ZUUU,3395
KHG,ZWSH,3397
MDG,ZYMD,3402
HRB,ZYHB,3400
DLC,ZYTL,3404
PVG,ZSPD,3406
TYN,ZBYN,3369
SZB,WMSA,3408
HBE,HEBA,3410
BTI,PABA,3411
FOC,ZSFZ,3385
TOD,WMBT,3407
LUR,PALU,3413
NTQ,RJNW,3409
FRN,PAFR,3422
SHA,ZSSS,3391
CZF,PACZ,3424
BTT,PABT,3417
,PAWT,3412
BED,KBED,3425
TLJ,PATL,3423
SNP,PASN,3426
STG,PAPB,3428
EHM,PAEH,3427
UTO,PAIM,3419
,PACL,3418
ILI,PAIL,3429
ITO,PHTO,3415
PTU,PAPM,3430
CKG,ZUCK,3393
FYU,PFYU,3420
BMX,PABM,3431
ORL,KORL,3416
OSC,KOSC,3432
PIZ,PPIZ,3414
OAR,KOAR,3433
,KNXP,3436
BYS,KBYS,3435
GFK,KGFK,3442
NSE,KNSE,3444
MRI,PAMR,3438
PBF,KPBF,3443
SVN,KSVN,3441
MHR,KMHR,3434
SVW,PASV,3421
HNM,PHHN,3445
PRC,KPRC,3446
RME,KRME,3450
ENV,KENV,3451
FSM,KFSM,3437
TTN,KTTN,3447
PNC,KPNC,3440
OMA,KOMA,3454
SUU,KSUU,3449
BOS,KBOS,3448
MSN,KMSN,3459
MCI,KMCI,3458
OAK,KOAK,3453
ICT,KICT,3457
,KNOW,3455
OGG,PHOG,3456
FXE,KFXE,3464
DLG,PADL,3460
HRO,KHRO,3461
GGG,KGGG,3465
GNT,KGNT,3439
AND,KAND,3466
HWO,KHWO,3468
ARA,KARA,3471
CNW,KCNW,3476
PHX,KPHX,3462
GNV,KGNV,3472
BGR,KBGR,3463
CTB,KCTB,3470
BIG,PABI,3475
MEM,KMEM,3473
HUA,KHUA,3480
ANN,PANT,3477
BFM,KBFM,3452
LRF,KLRF,3479
DHT,KDHT,3482
POB,KPOB,3481
LAX,KLAX,3484
DLF,KDLF,3483
CAR,KCAR,3478
DOV,KDOV,3487
CLE,KCLE,3486
ANB,KANB,3485
,KNID,3490
CVG,KCVG,3488
FME,KFME,3489
DUG,KDUG,3474
GEG,KGEG,3467
HON,KHON,3491
SFO,KSFO,3469
JNU,PAJN,3492
MOT,KMOT,3498
MXF,KMXF,3500
DAL,KDAL,3502
NKX,KNKX,3505
,KRBM,3501
FCS,KFCS,3503
HLN,KHLN,3504
HHI,PHHI,3499
,KHRT,3507
BOI,KBOI,3495
LUF,KLUF,3506
HUL,KHUL,3509
END,KEND,3510
HHR,KHHR,3508
LCH,KLCH,3513
EDW,KEDW,3512
MYR,KMYR,3515
INS,KINS,3496
DCA,KDCA,3520
NTD,KNTD,3511
EWR,KEWR,3494
HOP,KHOP,3519
PSX,KPSX,3522
TIK,KTIK,3525
FAF,KFAF,3518
PUB,KPUB,3527
LFT,KLFT,3493
NHK,KNHK,3521
ECG,KECG,3526
PQI,KPQI,3528
ADQ,PADQ,3531
ACK,KACK,3517
KOA,PHKO,3514
GRF,KGRF,3530
BYH,KBYH,3523
,KMKO,3534
NLC,KNLC,3516
CDS,KCDS,3537
ACY,KACY,3524
UPP,PHUP,3532
LSF,KLSF,3539
FLL,KFLL,3533
BIX,KBIX,3538
LAN,KLAN,3544
NQI,KNQI,3540
FRI,KFRI,3541
MDT,KMDT,3542
GCK,KGCK,3497
HKY,KHKY,3547
IAH,KIAH,3550
INT,KINT,3553
CEW,KCEW,3555
FMY,KFMY,3549
MSS,KMSS,3546
,KMLT,3551
SLC,KSLC,3536
MUE,PHMU,3545
,KGTB,3556
LNK,KLNK,3543
INL,KINL,3535
VCV,KVCV,3554
ADW,KADW,3552
SPG,KSPG,3548
PHN,KPHN,3557
BFL,KBFL,3558
ELP,KELP,3559
NPA,KNPA,3563
HOU,KHOU,3566
CAE,KCAE,3561
DMA,KDMA,3562
RDR,KRDR,3565
HRL,KHRL,3560
PNS,KPNS,3564
BFK,KBKF,3567
ALI,KALI,3574
NUW,KNUW,3573
ORT,PAOR,3568
EFD,KEFD,3572
PIT,KPIT,3570
VAD,KVAD,3575
MIA,KMIA,3576
BRW,PABR,3571
SEA,KSEA,3577
CHA,KCHA,3578
SZL,KSZL,3586
LGB,KLGB,3582
IPT,KIPT,3584
BDR,KBDR,3579
JAN,KJAN,3580
HDH,PHDH,3583
GLS,KGLS,3581
AKC,KAKR,3587
PAQ,PAAQ,3569
GWO,KGWO,3588
IND,KIND,3585
YUM,KNYL,3596
LIH,PHLI,3602
LNA,KLNA,3593
MWH,KMWH,3605
CNM,KCNM,3597
BET,PABE,3599
FOK,KFOK,3590
BIF,KBIF,3595
FHU,KFHU,3601
SHV,KSHV,3609
MPV,KMPV,3606
,KNSI,3607
CDV,PACV,3610
HIF,KHIF,3614
HPN,KHPN,3589
HUF,KHUF,3603
OME,PAOM,3615
NZY,KNZY,3594
BPT,KBPT,3612
XSD,KTNX,3592
PIE,KPIE,3617
HVR,KHVR,3604
LOU,KLOU,3600
RIC,KRIC,3608
ORF,KORF,3611
,KSPB,3616
JBR,KJBR,3591
CXO,KCXO,3619
MNM,KMNM,3618
ROC,KROC,3622
DLH,KDLH,3598
SCC,PASC,3620
COF,KCOF,3623
TEB,KTEB,3624
RDU,KRDU,3626
RCA,KRCA,3625
MLC,KMLC,3629
CFD,KCFD,3631
IAG,KIAG,3630
LIY,KLHW,3632
ESF,KESF,3634
PHF,KPHF,3633
LTS,KLTS,3635
MIB,KMIB,3637
TUS,KTUS,3636
BAB,KBAB,3638
PVD,KPVD,3641
GSB,KGSB,3640
,KRIU,3643
BUR,KBUR,3644
SBY,KSBY,3642
POE,KPOE,3648
DTW,KDTW,3645
ISN,KISN,3659
TPA,KTPA,3646
LFK,KLFK,3651
EIL,PAEI,3649
GRB,KGRB,3653
SAT,KSAT,3621
HIB,KHIB,3650
ADM,KADM,3654
ENA,PAEN,3628
MAF,KMAF,3652
,KNKT,3656
WRI,KWRI,3655
,KSBO,3657
SAV,KSAV,3613
AGS,KAGS,3658
BDE,KBDE,3662
DAY,KDAY,3627
LIT,KLIT,3660
MGE,KMGE,3666
HOM,PAHO,3664
SKA,KSKA,3667
DFW,KDFW,3670
SAC,KSAC,3663
HTL,KHTL,3668
MLB,KMLB,3671
PAM,KPAM,3669
SWF,KSWF,3661
TCM,KTCM,3672
HLR,KHLR,3677
MQT,KSAW,3675
AUS,KAUS,3673
LCK,KLCK,3674
TYS,KTYS,3676
STL,KSTL,3678
MIV,KMIV,3679
SPS,KSPS,3680
ATL,KATL,3682
MER,KMER,3683
IKK,KIKK,3639
GRR,KGRR,3685
MCC,KMCC,3684
LUK,KLUK,3681
FAT,KFAT,3687
VRB,KVRB,3688
IPL,KIPL,3689
INK,KINK,3686
PMB,KPMB,3647
OTZ,PAOT,3693
BNA,KBNA,3690
LRD,KLRD,3691
EDF,PAED,3692
DYS,KDYS,3695
ELD,KELD,3696
TLH,KTLH,3698
TBN,KTBN,3665
AOO,KAOO,3694
DPA,KDPA,3699
AUG,KAUG,3701
ACT,KACT,3700
,KINJ,3702
FTK,KFTK,3706
NIP,KNIP,3703
MKL,KMKL,3704
MKK,PHMK,3705
CXL,KCXL,3709
,KNCA,3707
CIC,KCIC,3710
SJT,KSJT,3708
BTV,KBTV,3711
LGA,KLGA,3697
JAX,KJAX,3712
DRO,KDRO,3713
IAD,KIAD,3714
SFF,KSFF,3716
MKE,KMKE,3717
CLL,KCLL,3715
COU,KCOU,3719
ABI,KABI,3718
PDX,KPDX,3720
PBI,KPBI,3722
FTW,KFTW,3723
OGS,KOGS,3724
TNT,KTNT,3721
FMH,KFMH,3725
HNL,PHNL,3728
BFI,KBFI,3726
SKF,KSKF,3727
SAN,KSAN,3731
MLU,KMLU,3732
DSM,KDSM,3729
SSC,KSSC,3733
EWN,KEWN,3730
ROW,KROW,3736
DET,KDET,3737
GVT,KGVT,3735
WWD,KWWD,3740
MTC,KMTC,3742
DHN,KDHN,3739
ONT,KONT,3734
NFL,KNFL,3741
FMN,KFMN,3743
BRO,KBRO,3738
CRP,KCRP,3744
PNE,KPNE,3750
SYR,KSYR,3745
MDW,KMDW,3747
NQX,KNQX,3746
SJC,KSJC,3748
HOB,KHOB,3749
DEN,KDEN,3751
PHL,KPHL,3752
SUX,KSUX,3753
MCN,KMCN,3754
PMD,KPMD,3756
RND,KRND,3757
CMH,KCMH,3759
TCS,KTCS,3755
NJK,KNJK,3758
FSI,KFSI,3761
,KPNM,3762
FFO,KFFO,3763
GAL,PAGA,3764
FYV,KFYV,3760
,KCHD,3765
IAB,KIAB,3767
MWL,KMWL,3766
BFT,KARW,3769
NBG,KNBG,3768
TXK,KTXK,3770
TCC,KTCC,3773
PBG,KPBG,3771
APG,KAPG,3772
,KZUN,3776
ANC,PANC,3774
GRK,KGRK,3775
OLS,KOLS,3788
SFZ,KSFZ,3781
HFD,KHFD,3780
EKN,KEKN,3779
SAF,KSAF,3784
NUQ,KNUQ,3783
BLI,KBLI,3777
DRI,KDRI,3786
BKH,PHBK,3785
MOB,KMOB,3782
NQA,KNQA,3778
BLV,KBLV,3790
MCF,KMCF,3789
OPF,KOPF,3791
RSW,KRSW,3793
DRT,KDRT,3792
AKN,PAKN,3794
BSF,PHSF,3787
RAL,KRAL,3799
MUI,KMUI,3795
JFK,KJFK,3797
FLV,KFLV,3800
RNO,KRNO,3807
WAL,KWAL,3801
JHM,PHJH,3796
CHS,KCHS,3806
HST,KHST,3798
KTN,PAKT,3808
SCK,KSCK,3805
YIP,KYIP,3809
CYS,KCYS,3804
NXX,KNXX,3803
VBG,KVBG,3810
LSV,KLSV,3814
HMN,KHMN,3802
NEL,KNEL,3812
BHM,KBHM,3811
MOD,KMOD,3816
SYA,PASY,3813
UGN,KUGN,3818
RIV,KRIV,3815
COS,KCOS,3819
BUF,KBUF,3820
SKY,KSKY,3821
PAE,KPAE,3822
SMF,KSMF,3817
BCT,KBCT,3831
FAI,PAFA,3832
MUO,KMUO,3823
LBB,KLBB,3829
CEF,KCEF,3828
MFE,KMFE,3826
BDL,KBDL,3825
ORD,KORD,3830
NGU,KNGU,3827
CVS,KCVS,3834
,KNYG,3833
NGF,PHNG,3835
OFF,KOFF,3836
PSP,KPSP,3839
BAD,KBAD,3842
AMA,KAMA,3840
ART,KART,3838
GKN,PAGK,3837
FOD,KFOD,3841
CDC,KCDC,3824
FOE,KFOE,3843
BWI,KBWI,3849
ILM,KILM,3845
BTR,KBTR,3846
COT,KCOT,3844
,KNMM,3847
AEX,KAEX,3852
CDB,PACD,3854
ISP,KISP,3857
ILG,KILG,3859
MSP,KMSP,3858
DUT,PADU,3860
TUL,KTUL,3855
HBR,KHBR,3850
LNY,PHNY,3851
LFI,KLFI,3866
SNA,KSNA,3867
MSY,KMSY,3861
PWM,KPWM,3862
ALB,KALB,3864
SEM,KSEM,3874
GUS,KGUS,3871
CBM,KCBM,3868
CLT,KCLT,3876
TMB,KTMB,3869
OKC,KOKC,3863
VDZ,PAVD,3865
FLO,KFLO,3879
MCO,KMCO,3878
NTU,KNTU,3870
LAS,KLAS,3877
WRB,KWRB,3884
VPS,KVPS,3873
TYR,KTYR,3848
FBK,PAFB,3882
EYW,KEYW,3875
,KMMV,3883
GTF,KGTF,3880
SIT,PASI,3856
MXB,WAWM,3887
KDI,WAWW,3890
TTR,WAWT,3889
SQR,WAWS,3888
,WARI,3893
TSY,WICM,3892
,WICB,3895
YNG,KYNG,3881
SBG,WITB,3891
MLG,WARA,3894
BKK,VTBS,3885
BDO,WICC,3896
CXP,WIHL,3899
CBN,WICD,3897
TJQ,WIOD,3904
BTH,WIDD,3903
WSD,KWSD,3853
PGK,WIPK,3905
PCB,WIHP,3900
JOG,WARJ,3898
BDJ,WAOO,3908
TNJ,WIDN,3906
PKN,WAOI,3910
PKY,WAOP,3911
CPR,KCPR,3872
ENE,WATE,3914
MOF,WATC,3913
RTG,WATG,3915
AMI,WADA,3923
TRK,WALR,3920
KOE,WATT,3916
SRI,WALS,3921
BMU,WADB,3924
WGP,WADW,3927
TSX,WALT,3922
SUB,WARR,3928
NAH,WAMH,3886
BPN,WALL,3919
LBJ,WATO,3917
NST,VTSF,3933
SOC,WARQ,3929
CNX,VTCC,3931
CEI,VTCT,3932
UBP,VTUU,3937
ICN,RKSI,3930
